frame,r_knee_angle,r_hip_angle,r_ankle_angle,l_knee_angle,l_hip_angle,l_ankle_angle,r_thigh_length,r_calf_length,l_thigh_length,l_calf_length,hip_width,r_knee_flexion,l_knee_flexion,r_quad_width,r_calf_width,l_quad_width,l_calf_width
91,139.1441764659302,145.332529093256,166.73760323869502,145.9947522003252,147.816167155614,166.96167702120752,0.3772524122808006,0.3498365049461207,0.4053667408487985,0.35740824098812457,0.214206744301782,125.18535524983659,111.97491378610334,0.12947701435330497,0.10026426030048385,0.12198274192558084,0.11555943611733453
92,136.28584020111978,143.10608977304733,165.8363131712625,146.51883415963715,148.0410805345688,170.07168715783013,0.3716518541313643,0.3479911229753246,0.40463930503832823,0.35504923088141166,0.2150404242199979,123.5036123209009,112.12100807795267,0.12840526568635124,0.10037213618263864,0.12121806076421912,0.11321078898961391
93,136.1283554874842,142.9804540648273,166.1259670819974,147.0973008117338,148.10289575654494,169.03073703049245,0.3703309900298704,0.3510832656756593,0.4044941848646203,0.3554433638802996,0.21369306171753652,123.65230253917868,112.03448766985022,0.1285502447358561,0.1007016327998459,0.12242181747566404,0.11234865220066283
94,135.519757181304,143.2651624723149,166.161642069694,146.90388956620285,147.845646834604,169.6073197814686,0.3701042867344991,0.3529754432271402,0.40412242286067507,0.35609841230059924,0.2131909063250043,123.10222518561996,111.81431978920445,0.12811106750458515,0.10047032079657826,0.12316988023094042,0.11152097806364578
95,135.62492731025145,143.4488646608489,165.87283547465637,146.84836418979586,147.09308088484028,168.44583305060894,0.3691336974448033,0.3548170266781791,0.40397360717230213,0.35892074526668494,0.21312253349464508,122.87285666177914,110.82999584149727,0.12699935915278193,0.09967754972015326,0.12253723220544978,0.1118275636786731
96,136.07888301135293,143.5091904946364,165.47553966554997,145.42090416124182,147.11788143172075,168.10930116969297,0.3674913276865756,0.35297587993248547,0.4077107126057545,0.3611698616970845,0.21315884227292134,123.04952332968534,109.66492433246546,0.12661038227907628,0.09918094884069208,0.12284372804152166,0.11201316222062557
97,137.44992429801727,143.9379173040585,165.8969670941184,145.57092509738203,147.0638618332098,168.3805938288224,0.3640637340273533,0.35351617260930707,0.40702848634693056,0.3651736881608032,0.21304406043614288,124.30955878142937,109.13162918002095,0.12658289546205348,0.0992544938994003,0.12182108935356525,0.11507655957461844
98,137.2351457501497,143.22845377029708,165.4662980354763,144.9059969107585,147.94291812382642,167.9069717413321,0.36057855858189874,0.3563586321985605,0.40657102735146566,0.3675431638668411,0.2134002880149163,124.64844947091052,108.93836701109433,0.13039243639718281,0.09948439310064208,0.1221207344183859,0.11743665626115309
99,137.91143323965252,143.23388971193,164.6133757767065,144.2805803906484,149.91223599150754,166.87983282235143,0.3602675116258019,0.3580147794517506,0.40189051392036734,0.3735001667994084,0.21338870798935688,125.52452849167118,109.98897684849325,0.13216807485842733,0.10006261374445403,0.12185339319049893,0.11850015889118708
100,138.54500981124642,141.34360887013594,165.5346541953498,142.90111023053967,152.78823973593768,167.30536147442947,0.3525770223039139,0.3614276481673234,0.40048059331303626,0.37468389501390564,0.2141596941213215,128.4195371501414,110.63469902466466,0.1352370630208814,0.1014506676789797,0.12041421143462783,0.11984394648387461
101,140.40767883864964,142.20888136329802,166.58998591809836,145.8777698187044,152.54500525945056,167.40040582170596,0.3528680199276538,0.3709886082856646,0.40266247478882294,0.3703660972763456,0.2136627527934752,130.5916705491613,112.86347200302401,0.13241562063074808,0.10225476354455144,0.11930802319201085,0.12152530640019635
102,140.76110590661526,143.32409921172956,167.58824462552147,148.06518136834748,150.99197507679244,167.03312915385922,0.3559910558297814,0.36913991578080224,0.4063693005620985,0.3713494308896697,0.2138323490731619,130.18034940087088,112.68424817184962,0.1301125192483235,0.10195558797689107,0.11893819117143473,0.12340724141160342
103,140.636238655272,145.18519357575298,167.99782881151637,147.0727704810768,151.45891642857484,166.19037170088822,0.3553077808361914,0.36862957262807505,0.40807967156036845,0.37164265074032804,0.21386524668427395,129.85391550311192,111.86219179668868,0.1293568327121076,0.1019091392434704,0.11825704640656992,0.1242789588872173
104,141.47898603358405,148.0364155427525,169.1762512850361,147.50262687238515,153.76609923507837,166.78249983003198,0.3548815694562338,0.36590894862709167,0.40843586369465906,0.36988130146458753,0.21313946226199723,132.59999864438592,112.06289645229754,0.12800158285795088,0.10301570852347496,0.11825725149655282,0.12466145237863989
105,140.72670102414378,149.36404955705328,169.47966924960778,147.56452040832136,154.02338953965483,167.06877959953306,0.3626746618808186,0.3683144758492531,0.40865539317117466,0.37041530805662676,0.21177163423844675,131.7815552669665,112.85391543939902,0.12832166516524376,0.10393311772440203,0.11804571622191526,0.12631946222385254
106,139.78381252977962,149.39503548498882,169.1703586388881,147.15702774728604,154.35772715575166,166.38073676302704,0.36549810039324265,0.36843426958917025,0.4092441490200511,0.3732545090742568,0.2114180737474678,130.39689854920854,112.99385732881903,0.12852685903430489,0.10453843826599446,0.11570646607733545,0.12723241095934976
107,139.0525257210925,148.7599441234736,169.09134079746883,146.8577081272508,153.59278874204037,165.90394606916104,0.3659846614565389,0.36807354322780617,0.4089295704419314,0.37812861905685147,0.21146718996164524,129.1045502328619,112.48033079578992,0.12823285207906063,0.10446176915107849,0.11425989936707841,0.12725212353272974
108,145.72536889244236,152.1146779912466,169.96887802248173,149.16538241663878,153.46132676309588,166.1861650664799,0.3637001980999724,0.36223002060731363,0.4115159263495732,0.3764235707688688,0.20925713841517996,133.9701826911325,113.29660238572049,0.12582602559465422,0.10456042015726784,0.11373721261552165,0.12793488847908327
109,148.36536572399382,153.0802113863874,170.22566926126083,149.74036094407467,154.0859634553437,166.7188761151473,0.3701305200634021,0.36096029155202575,0.41287722114398934,0.37521576835712195,0.20568273304934337,135.46656460062312,113.4103083596577,0.1237983107272719,0.10474335445682188,0.11455592097532605,0.12861741892076495
110,151.48462486713416,154.65992218961932,170.83838202094543,151.25776026560115,155.2371863317239,167.85816674444948,0.37196446622798107,0.3633074657347003,0.4121566273041885,0.37727638902262434,0.20558561605474074,136.94217871970906,114.96219108259066,0.12193243201281259,0.10506003903461082,0.11649074774596195,0.12953135096801774
111,153.00958458268045,155.64783093985872,171.36824923053948,151.03224446610497,155.50809083832047,169.33002017242796,0.37165116080824756,0.3660421987347692,0.41212390543259586,0.3766271027169156,0.202972511010662,139.0260590973528,115.15479636323046,0.12163595999065917,0.10622472262974951,0.11980842189791156,0.13076928066566443
112,153.4404021959514,156.69990942603263,172.60464375806782,148.24059627584452,158.97989426706718,169.75031417941875,0.37052706987232703,0.3645988207688285,0.4125652338239771,0.37762657336880606,0.20198471110994945,138.99355006496603,115.30866285183106,0.12296322533069781,0.1068955148333528,0.11996949059813589,0.13077542468544454
113,152.85113908241362,156.74440204509463,174.0604851847416,147.78873695323423,162.685916504286,171.30414363749682,0.35800980050992814,0.37299436006560477,0.4079027184056419,0.3809517607535677,0.19437822775816113,138.23804873384222,115.74363573221814,0.1311929416405715,0.10675866506664217,0.12324971158733564,0.13193224525991892
114,151.08705628398434,154.9959195363866,173.44765245779175,148.2204897290741,162.24290718784752,173.60262286937493,0.3531524888903002,0.37394414668777853,0.4096542800952712,0.37511477552437916,0.1944486941602299,137.35924828682786,116.0087506154945,0.12891627927309826,0.10700300053553792,0.12292828327572573,0.1322469208555849
115,149.79691702217318,153.67700862546388,173.05087814239914,146.65704836570933,162.0982534499209,172.43280964496086,0.3546923764386679,0.37298303456335996,0.4110530841859978,0.3766907949330794,0.1957357413765671,137.1835297474612,115.43437533521364,0.1288916848949557,0.1068386589204482,0.12009512824360473,0.1320691110008418
116,148.90872512476628,153.70748360261638,172.05776758668944,143.18968712515422,163.20973033434527,169.24949875595624,0.3519701695224939,0.37048704653412745,0.4096052088835513,0.3786023214094771,0.19967747936266025,135.8716715363492,113.06216237590792,0.12803552525084122,0.10663314762373306,0.11973479899658906,0.13162249492965303
117,145.20572003439005,150.4883137956587,171.7064255324282,142.51561023197104,160.98642519837944,168.7995523901591,0.3525785256356796,0.36792442469895187,0.41052806128110236,0.36698245567991444,0.2012551332580625,134.44893513201376,111.10700770501472,0.1300067709246835,0.1055209242553494,0.11896251974108636,0.13098225381848333
118,144.5880266027107,151.134690549713,171.0069660814642,140.27241448537495,160.5471661078102,167.92443972225735,0.3475008369567095,0.36450305229849433,0.4064135154658502,0.35806007231964715,0.20239681116795008,131.9586316669672,109.75146674747592,0.13575375225053066,0.10539400097389155,0.11803723991643307,0.13116058327919508
119,145.90377200674743,152.2910620159393,171.84754390677261,139.9530907641934,161.6083376546032,168.731581206648,0.3478516605321208,0.3650068724408882,0.4045935122984255,0.35554399847246426,0.20194475633752726,132.4030343193219,109.60074289707109,0.14217585278038444,0.1051973953037095,0.11913390459692945,0.13129508516984775
120,144.37454733808931,150.84179223991347,171.62354154846088,139.97798936226502,161.87533173443754,169.4173217156754,0.3537101157377247,0.3641859958198256,0.40431225207609767,0.3554464559464177,0.20212417916226968,132.74075221674357,109.73440360422201,0.1436393872098666,0.10491088190261279,0.11910222250812305,0.13137676395805373
121,143.22028107984923,149.83509005074916,171.29738457850232,139.8189392626345,161.83833912366964,169.24681249451191,0.3539581424216766,0.36314724595548226,0.40468448617480546,0.36049548252913877,0.202175191945549,132.59138004536993,109.57283191127848,0.14425001667004433,0.10477585177313169,0.11855899465698107,0.13102315871096742
122,142.49788120313355,149.52543089420067,171.22008860909276,139.43749684842916,161.58750779812468,168.63014312684646,0.3520931639896204,0.3630417772317665,0.40732168105931,0.35793711938542677,0.2024919204406467,131.9776508074903,109.18535243925768,0.1432744146875042,0.10508072426020312,0.11832268506055364,0.13080253294589667
123,141.83916251413348,147.63214613354322,170.91326176617457,139.689113596078,160.05376012292695,167.58963283282864,0.3528517872124644,0.36355105673824706,0.4099376269689979,0.36002695254269523,0.20402209697300844,131.3712311289344,108.34297189466616,0.14177017497488492,0.1050765263095534,0.11750297965549687,0.12948061911935915
124,140.1384215967814,143.494336150169,169.76831387821414,141.57004596886478,158.07213085925605,167.85100317164319,0.3557394596364637,0.36435703157535265,0.41089380631227507,0.36289773814400733,0.2075079836212042,130.03341759595853,110.08084410650702,0.13749369439189188,0.10579016186562869,0.11482898727822832,0.1292290832090409
125,140.22669507159947,142.85092314140638,169.97724257880262,143.32316148755118,157.8388351391782,168.20817866459947,0.3575499363686416,0.3654554573301326,0.4122663864553358,0.3664950223954219,0.20912576355583204,130.25696566982216,111.76221699698509,0.13226244707792056,0.10744108592203998,0.11314649605506899,0.1284416395551208
126,139.98804619308,142.21522956770193,169.46384278440357,144.30922013094508,156.87100128603623,167.53290862693711,0.3577762568948739,0.3657736025172007,0.4128180135413488,0.3660134251827145,0.2102594411910537,129.99713103851255,112.56974232034933,0.12884288885202827,0.10845966737437665,0.11346293272538736,0.1284971829455641
127,140.16748603902437,142.06051603734315,169.53796949395849,145.83673198897839,156.06770579441988,166.82953492578648,0.3572465918287241,0.36591796673318533,0.4140620493502026,0.3632163358609574,0.21123241024117734,130.06413877969823,112.9877693571776,0.127277661381806,0.10892689555241447,0.11528810644720061,0.12652394783892723
128,140.1911541264279,141.55538812520888,169.75959297288298,146.37627354172167,155.88676844283077,166.81224802568303,0.3579920281876891,0.365950811677609,0.41440052143293254,0.3624670421463919,0.21163242702457358,130.08709390105147,113.52928640838977,0.12805885216631352,0.10930301454533213,0.11607871987784815,0.12510536444166495
129,140.03078410676417,141.19932193847194,170.0776787966892,147.23643040947914,155.732143029693,166.514434747785,0.35882169536237796,0.3663726505875809,0.4147683656913378,0.36404834464315755,0.21201324617530495,129.82802464473468,114.81137946900523,0.1280828112766664,0.1097154417938116,0.11722703231527087,0.12431869751481134
130,139.8222422580315,140.57773457201696,169.93511558751845,148.26449452518938,156.19814510529343,166.56372163652134,0.3604853523892243,0.3669188242962356,0.4153866752558577,0.36096195043238405,0.21213788258694977,129.3769182937846,116.3225858155954,0.1310248885344573,0.11083160057687208,0.11823190850987715,0.1253789969899952
131,139.30368980771408,139.5037365831979,170.2010006910905,148.57728617334914,155.75239185253076,166.32165046514464,0.36147360857685007,0.36693802432363526,0.4161213200414829,0.3611109549898173,0.212805711901595,128.53740783241963,117.0027438792957,0.1308381544795999,0.11077691078469885,0.11910399591516534,0.12286291182298938
132,138.26724216503717,138.56130033315816,170.19339508486303,147.09631919053817,155.79571509230308,166.17023849136822,0.363316728888115,0.3669046855656971,0.4161681210673116,0.36075374708780705,0.21318313032454903,127.13381194164428,116.65885094787248,0.13280834877094877,0.10991331208208584,0.1194841821929342,0.1203322361682703
133,136.6200101866695,138.27165065733888,170.0773761203535,146.3598194875865,155.13591022821083,164.00839886978582,0.36450959982957876,0.36418658675026194,0.4185735145238648,0.36238808050815474,0.2135333524205797,125.45875484378217,114.97752728760133,0.13295864117559159,0.1081092113075732,0.11942764670855992,0.11696203160218724
134,134.77798588535927,137.37857291313546,169.90170624482698,145.4455311822341,154.39922554249802,162.8975578437032,0.3649148789983031,0.3604347048816713,0.41645133608076684,0.36728973400431775,0.21582683926942742,124.12787915303032,113.90628722146775,0.13303409265833663,0.10413114277124266,0.11670129248087138,0.11520587678007559
135,132.26131090769917,136.51802933727978,169.258048437941,144.9093059308031,154.22894711721358,162.7868870344446,0.3654824594875345,0.3584539944523189,0.4136468910770486,0.36155752305944056,0.21784070270393316,124.46991336711869,113.17724036421993,0.1346107054908259,0.10213550259893475,0.11604869377542815,0.11343149315339679
136,132.04598015056857,138.66321183149014,167.68515224641203,144.39381811677652,153.70707648679593,162.59238538513074,0.36758261361571215,0.3527486183022925,0.4144540924083766,0.3583577670885171,0.21667503020932924,124.9351753140149,112.04696960718047,0.13151334560513483,0.09997721397418796,0.11657138353807694,0.11275913445294124
137,134.58101253638517,141.3484213850037,167.481629581716,143.41839128055784,153.28216304506878,163.07765402247355,0.3696664191370441,0.3473318722127385,0.4151147788375285,0.36005689923215717,0.2162961402540899,127.18888527493658,111.36816399239271,0.13180961176465253,0.09960892155251543,0.12018729093870865,0.11312099225065453
138,133.33926066490267,141.96675341032994,168.51736941799734,141.57921057503214,152.78944902651196,163.14143463950984,0.3680335732424089,0.3466979645758106,0.4151969601509805,0.3532218113890648,0.21516901009496844,126.03886881748463,108.2032690673485,0.1317441536624183,0.09902918250065135,0.1221848575123545,0.11324530568175595
139,128.49074341766956,140.18148083982226,163.1545026684676,141.0099030100874,151.57815905357683,162.3387348927678,0.36405222402595355,0.34236511314956897,0.41648755450254504,0.3581203125900855,0.21522426867740632,122.3062913314073,105.49699002696076,0.12579434264631162,0.09885838160407531,0.12436600024964209,0.1133219188496251
140,128.35864484963798,140.7184022759268,164.72251853102966,141.48047532120714,151.19381014129203,162.69161832673876,0.36134095542468175,0.3430728537741317,0.41726177092486644,0.3632526604107438,0.21528998867249255,122.92071671047911,103.96214640888151,0.12152703812925396,0.09884487129572947,0.12488313952669486,0.11630214258285008
141,130.58270474223374,143.7519989246817,165.19340139850055,145.25928471940315,151.33651655479773,163.3864959153523,0.3574175119999385,0.34401778161794866,0.4169807405475681,0.35567007296352027,0.21519965378749306,125.12409518460983,105.26268177911513,0.11802573272007123,0.09895854986251004,0.1225912047918254,0.1218898994491447
142,129.7781524214847,145.4576465873732,165.12266995444793,147.3456880464059,152.35371228608184,164.43644197424678,0.34994122549120754,0.34758792837704794,0.41800977608507073,0.35191909831225165,0.21427300900732718,126.3130230900651,105.75110705394309,0.11670610222494168,0.10014019750297784,0.12182910370450009,0.12687254692429034
143,133.67717108021938,148.74039524440434,166.25780260437273,147.7836434863457,152.70756810863165,165.9491920471384,0.3501668310998653,0.3562527323088303,0.41875752648213493,0.35076626292063945,0.2131487367131901,130.64016504255892,106.45503643498633,0.11637694728096501,0.10113336125019885,0.11977374699173392,0.13174258591624993
144,133.84468601981607,151.09454301436634,165.10128553043128,145.9456909828388,156.70085688465684,168.04561080165158,0.34643563452171655,0.3675671969845025,0.4182266605083283,0.3692210801093585,0.21175616572890968,131.70759392115107,109.86176510644898,0.11841971391593976,0.1022876686514898,0.11452142753445098,0.13591485276648332
145,136.04709725142686,151.72054637014617,166.33661786935755,135.5215738593392,164.2709745175896,169.33734580464818,0.3433226398124276,0.36587780312069706,0.41806579686635603,0.3876884167252699,0.21051216182261362,133.99823570003926,113.43778236024349,0.1200449004805342,0.10313892444840571,0.10782385897199383,0.1363259823586564
146,136.2244816203807,151.58281877373489,167.58308510335442,130.10457075178698,170.17779294256601,169.19184895693937,0.3447248438123835,0.37130015659155763,0.4258486220791483,0.38959428969287535,0.2083318440164486,134.41700031893637,118.14524315179158,0.12203102400881902,0.10410474744470864,0.10394828718847945,0.13594612999871392
147,136.00379335184462,152.3807524603861,167.5534930723762,129.02957765907516,172.53364003132216,169.3912330968178,0.34511783305039395,0.37708792221763565,0.42547559515418193,0.3702571659307872,0.20616683025856142,134.3752052935574,125.86296213807259,0.12296543183718892,0.10537881867619953,0.10054880498681011,0.11458764240770887
148,135.07824197671252,153.33061652866456,167.65716924256444,124.32230682883343,171.21390586499484,170.50316231827287,0.3461410786362026,0.3769187642200569,0.43275256693020087,0.36920612447167317,0.20481162451454346,133.5021907055762,124.04925256913343,0.12186348622304702,0.1065239895574084,0.09817845303416559,0.10611399338962897
149,145.88382664007182,161.8631052425968,171.3334848025059,130.30759547126192,163.68461373116847,171.28457162320888,0.3284556068609556,0.38517839412002547,0.4217332835398243,0.30073294296646497,0.18900098323667716,145.7380906346806,130.0276729307836,0.09199827496227685,0.09353533051714358,0.09420472662017267,0.09919135601081783
150,147.46886637886334,161.0469290889419,171.6310993457198,135.06898871569783,166.69509917819963,170.17077914323215,0.33243244124836036,0.3788194285353257,0.4054920995746675,0.31756489104732816,0.19128275588386962,147.02298195975544,135.0593876371583,0.11611474213160583,0.09859090240807904,0.09377438152667066,0.08443199788066806
151,146.63431988660005,158.53399517891154,171.61794680330624,136.54380427135484,162.8605786853047,168.3234175885482,0.3410635262896805,0.37954431678801104,0.3991199068636349,0.307588018941045,0.19318805123618427,146.61586656485943,135.9308144780225,0.12427402781716351,0.10161989244388421,0.09269992529931838,0.08078326321338913
152,142.74132040026367,157.08889424588773,171.22679992901215,141.68800869147188,165.27043384539425,164.2642146621227,0.34767358747092847,0.379977682330665,0.39557657588083567,0.3226944070290875,0.18868292586891608,141.9203497663052,139.43669890573912,0.12118137477408064,0.10510638287764909,0.09369185277679204,0.0772251583792165
153,141.2129188519383,156.81405173599248,170.18334430495963,144.92546350665455,165.58714075939093,163.93526678636948,0.36074756579086076,0.382136740098403,0.3976114444366606,0.33202855624339717,0.19002591505982885,139.44211484087282,141.15375478995549,0.12196616342111236,0.1059838145747674,0.0951181307690629,0.07917847533400874
154,141.48320598102936,156.26196229079017,167.15909271038012,145.4936045774409,157.69045487989908,167.24136337888007,0.3713316886463023,0.38287891821317416,0.4051148010471327,0.32345186942900156,0.19022215511206017,140.43346513849923,143.55727740560832,0.12523579355451647,0.11076135662500787,0.10341050835832495,0.08551933148257669
155,140.14567779355227,155.71584197385775,167.29190549662064,149.84581636012066,157.26698561508,168.34344894587753,0.371121315072164,0.38514925868313304,0.3979663409222441,0.3349285581008849,0.19044783973244045,139.55919681312213,147.83328381802636,0.12868180754263078,0.10912434808709083,0.10187447938901063,0.09180064774071932
156,134.73005375138914,153.61055136212772,168.81072205643446,143.53800427130895,154.57018099679132,170.4286276423256,0.3782628219856051,0.3819065272816081,0.38788906514042026,0.3523720953331826,0.19100454329686378,134.71270097646422,143.02827148290788,0.13095132494952805,0.11161523804247853,0.10210439893107401,0.09673960599999228
157,126.87349092119948,151.09286331909553,169.69005429873826,134.48616910301686,150.09864581617043,172.09418165474432,0.3813352260321761,0.3832123002107222,0.3786775133676051,0.3612684951093331,0.1938381805845079,126.37944387560137,134.48520867722902,0.13214536211790648,0.11703514432942365,0.09925004021742462,0.099945599005952
158,124.1593176057439,147.9249280126621,169.22932701424068,132.82172976982693,148.76621639421737,173.579299945839,0.37836123378109426,0.38887965850928147,0.37262667865684695,0.36953332821152374,0.19720560440530172,121.81910570254459,132.382563723647,0.13111649003950288,0.11953012385286331,0.09706730472982492,0.10355743283392621
159,125.25665202020974,147.68638336025475,168.1523888161655,135.04152935952212,147.88222677485803,175.9711034892096,0.3699064499678832,0.3897207865418204,0.36325601686291237,0.37922242700336356,0.20097765251032013,122.81200620101735,131.27788118668798,0.13227732277134208,0.12031096259639064,0.09642004978151257,0.10817902030144014
160,125.38811106521038,147.42658046609878,166.72792180290568,135.72562185010347,149.33703110544397,176.07813714522857,0.3688453144152226,0.3877604537296103,0.35985911747341776,0.376511210092965,0.20319717305376175,123.6732677002444,132.40270020199057,0.13467342373263974,0.12172517039749636,0.09409993915343404,0.11341911974953618
161,130.46472791402397,149.39720554841597,166.6922821397558,134.78684611615617,151.48268273072526,173.0495086988313,0.36457455294645924,0.38527120704314455,0.36147600347351116,0.3950632227007649,0.2039870432649322,129.73341788600433,132.83406582665302,0.13067186815443296,0.11877796573667387,0.09296560036183339,0.1130392061749775
162,133.88071527112288,152.56515739717022,166.9402950236978,133.18829663852708,153.75775631449136,172.70431533210956,0.362490895586864,0.3845475422217399,0.3592083725043834,0.4067965910673908,0.20491919394497748,133.02197123633042,130.22587080194154,0.12600452983655766,0.11740587687097495,0.09218194405263933,0.11430190387708905
163,136.93936952869316,155.66040134465572,167.64026926476782,135.2256684928315,158.6925821384276,174.33495776584996,0.35739631105979536,0.3836127616044826,0.35759375704523805,0.4054891428012543,0.20713228788102053,135.60806499894437,130.66844961144565,0.12529932507990438,0.11874860285242073,0.0916236519902761,0.11816609799134066
164,141.17300403800056,161.88055251380314,165.63326308539428,142.9041165360893,165.10835611388794,176.21248310474743,0.35775519775718545,0.38609481414407976,0.3684411937020633,0.3900138947698439,0.20924059114779217,141.15584917754444,136.98594001245544,0.11911790238125147,0.11429127095748672,0.09270921691078499,0.12937832571218225
165,146.9219866865649,165.73512643136323,164.75930852085943,147.51645393270047,169.15978836114004,178.1860656988332,0.3724279186655915,0.38999364553622484,0.3995584331093736,0.37332381290486294,0.21196464158793135,145.42279473858378,140.41846138278845,0.11426574917204137,0.10986768265245773,0.09568870661697366,0.13213918242900705
166,147.88031888553232,168.4217013529491,165.32317058608783,148.2139627142792,172.08641637457848,173.31845360749233,0.37877483459588857,0.39007068820130814,0.4089824695638722,0.3723285680012431,0.21534013013375541,146.6246620107598,144.32946140232562,0.10857387032651525,0.10599455710264011,0.0989318305350901,0.1275202356913883
167,145.27401898108687,168.68625410620382,165.51715508748683,150.7229099876972,173.43766581622788,170.07858307468095,0.3749476772870105,0.39555925947778037,0.41482766957738065,0.3694255800194626,0.21695423147367965,143.4214184464866,149.31317235067684,0.10656082425781331,0.1042228944742967,0.10214928651673678,0.12229976885541433
168,144.67957616013015,169.14707351334525,166.05837458218687,152.66194696365457,172.0837638645396,168.58019443905485,0.3728622229468571,0.39723770364322436,0.4192705787654651,0.3706528890876509,0.2170461175378759,142.526666809251,151.56898771269402,0.10660048761513788,0.10312458795374059,0.10397070641048126,0.11906854530355997
169,150.42895130901314,166.61265301257694,167.8503236091463,152.69055172319614,173.22228334836637,173.43453975612735,0.37260213287372745,0.38921669262444614,0.4192398520234506,0.37703829561009394,0.21701802188841574,148.44566386521188,151.43287896956727,0.106610049477321,0.10264502588918083,0.10634317160520701,0.11956162250244794
170,151.91341110299547,165.90497791380918,166.04762946659338,154.0605543312814,173.7095702402606,167.0416724819639,0.3730981643690778,0.38637818558850473,0.4200788710713919,0.38302216090599,0.21805413177457156,149.13886631577037,152.52614130619457,0.10536313268397803,0.09983176894425505,0.10653579731924549,0.12025708511099698
171,151.8887064012603,166.9029100716639,164.91835483093936,154.20887034902975,173.3981670054546,163.37755475415872,0.37361485845502396,0.3873787747118312,0.4203061401221596,0.3845280088177876,0.21830904929391715,149.46744741767012,152.55638894131016,0.10636800960788373,0.09910360227808454,0.10635967216132912,0.11926481387233571
172,151.96225488409888,168.77333473786524,163.20632002759507,158.50713777917034,170.44679999293788,165.77250878484654,0.37485813695367093,0.3906778285540792,0.4166453767263176,0.3783501945436198,0.2185402067683932,148.27911330615785,155.7296958678088,0.10656268240113544,0.09999164092484117,0.10572870192733456,0.11809099466164762
173,152.17772200979158,169.172884465624,163.21924739681774,162.06250408016822,169.23680727337322,163.90119089714094,0.37405814458679226,0.3899684322308353,0.4146484688624939,0.3734569573433052,0.21798576340370543,148.6436589237914,157.6040642151192,0.10650343800193852,0.10086882942002977,0.10534340499654542,0.11762181588974542
174,152.54165082432053,170.4337222478033,162.79770047058088,162.23557682709767,168.32206791801073,165.3338530313324,0.3748548285161008,0.38941827798005124,0.4130785125007201,0.37490090541799526,0.21823965363854175,149.36797507161754,157.95689368860644,0.10580730529812993,0.10270150482394161,0.10463908010745572,0.11642271987426092
175,152.5597178153835,169.71610839296875,162.12911264939802,164.11223887987268,170.27215566189705,165.80818622108384,0.37432121043352057,0.39011040628552646,0.4115524267814459,0.37113568926506024,0.21813284557934623,149.46258915748666,160.8236832443096,0.10404747210470165,0.10416065211865197,0.1021104364033025,0.11443870702628552
176,152.56969084908678,169.26882617154664,162.68467389977727,165.02450720184407,171.73742134821796,168.2059549687784,0.37321999916329907,0.38996847653379363,0.41078063843768053,0.36863397776838874,0.2188212377619888,150.20493072336726,161.3879277980641,0.10081013479394245,0.10407568957193689,0.09918947431651541,0.11383753139580809
177,153.11746547587674,167.81155649803318,162.83428622251867,166.94782517636813,172.80812230910408,166.05628665182388,0.37240001221362534,0.3907444526540551,0.4074202557593663,0.36886131698530406,0.22055890544691792,150.58091094555607,162.44967755022276,0.10061506685456992,0.10270506446971267,0.09862671811782785,0.11405026582726832
178,153.51379842825236,167.12784512263735,162.65047081153875,166.53540816297416,172.8509148828051,165.71606936719763,0.37191652335103353,0.3925824183096646,0.40673658571561294,0.3689931500174526,0.22126344834549003,150.25481310522412,162.2554228728623,0.10109570073482195,0.10172607076041654,0.09877122772241975,0.11296924198110504
179,153.05073234564566,165.85585125438553,162.17599966910956,166.69991068414896,173.24214768779026,165.4401912320179,0.37037096437209344,0.39161821499772925,0.4066045645210177,0.3677177377459308,0.22142890703815413,149.6585565379075,162.69606047671547,0.10126835560363788,0.10210154247168056,0.0989666792986303,0.11087249266252269
180,151.58319486817976,163.80003259610515,161.64322071722364,166.86484821000204,173.4687173822862,165.73764971970095,0.3703990641466781,0.3901730735222354,0.40551536681724926,0.3641646242182071,0.2223035044406859,148.02427506058473,163.57095501631164,0.10289683532756026,0.10213924282051559,0.09968079783788164,0.10892413509897113
181,149.22817955166246,164.1464305864167,161.26083478038595,163.5469466061903,168.39855206500474,164.53747375483954,0.3711770067673878,0.3902762502557159,0.4043283074725492,0.36054335232707113,0.22254783900766412,144.41597783513788,161.83141006050462,0.10378177753205568,0.10025242293435072,0.10047328025872654,0.10606509091507256
182,146.09134463632952,163.55366185355948,161.19597693711032,160.5177993730108,165.94828328031505,164.61655551203896,0.36788590652676956,0.3869702255243639,0.4037786610834562,0.3492672391274044,0.22417785150502453,140.37635374905722,159.217982831584,0.10305845670473607,0.09783003826940231,0.09844800082108102,0.10456300332386181
183,141.3796104700212,160.75952505877396,158.93243138260542,157.44646627175257,162.95750496851545,164.5659717308061,0.36435359149280533,0.38758305693530515,0.402112560957634,0.34267277074702385,0.22458750650575637,136.71477356737017,156.7802571673475,0.10152559478105379,0.09649163392357264,0.09691704757922465,0.10522740805036251
184,141.0110946487433,159.80842122927126,159.1521343186527,152.2601215674759,160.05738695361853,163.57672304660548,0.36098968033425977,0.3850775604886053,0.39606773047570937,0.33633345106727136,0.22575164062879777,135.7003243180296,152.04947611230753,0.10078353366307188,0.09278786509215568,0.09527978437726271,0.10572906827103014
